group-path,project,url,github_org,github_repo,gh_repo_visibility
"gl2gh-mig-group","concurrent space repo","http://20.106.60.158/gl2gh-mig-group/concurrent-space-repo",Gitlab-migration-test,concurrent space repo3,private
